dummy,month,day,year,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,waterfront0,waterfront1,condition1,condition2,condition3,condition4,condition5,grade3,grade4,grade5,grade6,grade7,grade8,grade9,grade10,grade11,grade12,grade13,price
1,1,0.233333333,0,0.09375,0.24137931,0.183823529,0.001951796,0.4,0,0.123674912,0.257352941,0.226086957,0,0.585858586,0.857970082,0.129707113,0.169911504,0.003652905,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7.20168
1,0.818181818,0.6,0,0.0625,0.172413793,0.268907563,0.161144351,0.4,0,0.243816254,0.180147059,0.826086957,0,0.065656566,0.873733312,0.474476987,0.396460177,0.50262251,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.4995
1,0.181818182,0.333333333,1,0.0625,0.275862069,0.24894958,0.013282755,0.4,0,0.279151943,0,0.817391304,0,0.287878788,0.488660125,0.30209205,0.398230088,0.025086728,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.68
1,0.909090909,0.433333333,0,0.0625,0.068965517,0.093487395,0.005491926,0.4,0,0.104829211,0,0.173913043,0,0.161616162,0.838668168,0.281171548,0.230088496,0.008227077,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.9
1,0.909090909,0.4,0,0.09375,0.24137931,0.146323529,0.001905152,0.4,0,0.164075383,0,0.973913043,0,0.151515152,0.426894,0.267782427,0.230619469,0.003453029,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.05
1,0.545454545,0.266666667,0,0.125,0.310344828,0.168067227,0.002924666,0,0,0.111896349,0.238970588,0.747826087,0,0.722222222,0.693099566,0.172384937,0.145132743,0.001711581,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.9995
1,0.181818182,0.533333333,1,0.0625,0.275862069,0.246848739,0.006884595,0.4,0,0.276796231,0,0.782608696,0,0.151515152,0.42239022,0.252719665,0.37699115,0.010364831,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.724
1,0.636363636,0,0,0.03125,0.275862069,0.076680672,0.000705724,0.4,0,0.08598351,0,0.92173913,0,0.272727273,0.472896896,0.271966527,0.203539823,0.002185999,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.9
1,0.454545455,0.366666667,0,0.0625,0.172413793,0.182773109,0.00646843,0,0,0.204946996,0,0.530434783,0,0.196969697,0.618143799,0.249372385,0.371681416,0.011868495,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.43
1,0.909090909,0.933333333,0,0.0625,0.068965517,0.06407563,0.00116187,0.4,0,0.071849234,0,0.6,0,0.45959596,0.259128197,0.277824268,0.092035398,0.002864888,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.9
1,0.727272727,0.066666667,0,0.03125,0.206896552,0.119747899,0.002762925,0.2,0,0.134275618,0,0.339130435,0,1,0.781084124,0.094560669,0.178761062,0.006134124,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.35
1,1,0.6,0,0.0625,0.068965517,0.085084034,0.019167827,0,0,0.09540636,0,0.452173913,0,0.45959596,0.282129645,0.264435146,0.325663717,0.01499529,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.795
1,0.545454545,0.033333333,0,0.125,0.068965517,0.128151261,0.003712169,0.2,0,0.084805654,0.183823529,0.365217391,0,0.732323232,0.565546083,0.137238494,0.161061947,0.008477497,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.85
1,0.272727273,0.433333333,1,0.09375,0.275862069,0.234243697,0.071538,0,0,0.121319199,0.441176471,0.704347826,0,0.131313131,0.617822101,0.455230126,0.350442478,0.149856411,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.1
1,0.272727273,0.2,1,0.03125,0.068965517,0.084033613,0.002708405,0,0,0.060070671,0.106617647,0.426086957,0,0.54040404,0.632620235,0.177405858,0.171681416,0.00578032,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.248
1,0.363636364,0.5,0,0.09375,0.275862069,0.293067227,0.00654718,0.4,0,0.328621908,0,0.72173913,0,0.368686869,0.765481744,0.39748954,0.444247788,0.011171227,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6.45
1,0.363636364,0.866666667,0,0.0625,0.206896552,0.132352941,0.004510576,0,0,0.148409894,0,0.895652174,0,0,0.173556378,0.226778243,0.203539823,0.008887587,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.6
1,0.454545455,0.566666667,0,0.0625,0.379310345,0.12289916,0.000518541,0.8,0,0.137809187,0,0.982608696,0,0.515151515,0.818562007,0.134728033,0.212389381,0.0030326,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6.9
1,0.545454545,0.233333333,0,0.03125,0.068965517,0.027310924,0.00219774,0,0,0.030624264,0,0.260869565,0,0.53030303,0.606401802,0.138912134,0.090265487,0.004066442,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.48
1,0.272727273,0.433333333,1,0.09375,0.24137931,0.240546218,0.004473624,0,0,0.16254417,0.334558824,0.669565217,0,0.050505051,0.931639054,0.263598326,0.253097345,0.008718726,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.25
1,0.909090909,0.533333333,0,0.09375,0.068965517,0.114495798,0.002440048,0,0.5,0.048292108,0.25,0.4,0,0.631313131,0.659642915,0.112133891,0.194690265,0.004525926,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.45
1,0.090909091,0.3,1,0.09375,0.482758621,0.237394958,0.035749009,0,0,0.129564193,0.426470588,0.547826087,0,0.272727273,0.472414348,0.255230126,0.313274336,0.005806741,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.31
1,0.636363636,0.433333333,0,0.125,0.310344828,0.18802521,0.002076585,0.2,0,0.136631331,0.231617647,0.234782609,0,0.525252525,0.822100692,0.188284519,0.279646018,0.003836699,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.715
1,0.363636364,0.7,0,0.03125,0.068965517,0.038865546,0.00646843,0,0,0.043580683,0,0.330434783,0,0.732323232,0.559272961,0.127196653,0.16460177,0.012164863,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.3575
1,0.181818182,0.3,1,0.0625,0.137931034,0.080882353,0.00927921,0,0,0.055359246,0.110294118,0.739130435,0,0.222222222,0.513591765,0.633472803,0.130973451,0.016756266,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.35
1,0.727272727,0.266666667,0,0.09375,0.206896552,0.144957983,0.004569941,0,0,0.16254417,0,0.373913043,0,0.277777778,0.569084768,0.278661088,0.173451327,0.008276472,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.995
1,0.454545455,0.366666667,0,0.125,0.344827586,0.158613445,0.002682357,0,0,0.08598351,0.286764706,0.843478261,0,0.53030303,0.626347113,0.126359833,0.208849558,0.004985411,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.1
1,0.454545455,0.366666667,0,0.09375,0.137931034,0.117647059,0.004233132,0.4,0,0.131919906,0,0.573913043,0,0.994949495,0.341804729,0.164016736,0.182300885,0.008074299,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.59
1,0,0.4,1,0.125,0.275862069,0.361344538,0.009294961,0.2,0,0.405182568,0,0.582608696,0,0.287878788,0.47643558,0.312970711,0.355752212,0.012638133,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5.15
1,0.272727273,0,1,0.0625,0.206896552,0.237605042,0.011007477,0.4,0.75,0.266431095,0,0.869565217,0,0.348484848,0.351294837,0.077824268,0.267256637,0.015520252,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6.95
1,0.636363636,0.333333333,0,0.15625,0.310344828,0.264705882,0.004196786,0,0,0.17196702,0.389705882,0.660869565,0,0.166666667,0.891105035,0.237656904,0.251327434,0.007857192,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.08
1,0.181818182,0.766666667,1,0.0625,0.068965517,0.089285714,0.004314912,0,0,0.100117786,0,0.469565217,0,0.53030303,0.5842046,0.146443515,0.132743363,0.007756105,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.22
1,0.636363636,0.866666667,0,0.09375,0.344827586,0.159663866,0.007613338,0,0,0.106007067,0.227941176,0.582608696,0,0.131313131,0.589030079,0.393305439,0.254867257,0.012061479,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.5
1,0.545454545,0.533333333,0,0.0625,0.172413793,0.116596639,0.004181642,0.2,0,0.130742049,0,0.373913043,0,0.575757576,0.832073347,0.20251046,0.29380531,0.007530958,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.56
1,0.727272727,0.433333333,0,0.03125,0.206896552,0.137605042,0.00246852,0,0,0.154299176,0,0.939130435,0,0.262626263,0.889335692,0.417573222,0.215929204,0.004927976,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.6
1,1,0.6,0,0.0625,0.206896552,0.133403361,0.005247194,0,0,0.081272085,0.213235294,0.582608696,0,0.590909091,0.579539971,0.20083682,0.313274336,0.011135617,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.19
1,0.272727273,0.866666667,1,0.03125,0.275862069,0.099789916,0.029207281,0,0,0.111896349,0,0.904347826,0,0.131313131,0.578735725,0.493723849,0.242477876,0.177376111,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.61
1,0.363636364,0.166666667,0,0.09375,0.379310345,0.336029412,0.004697759,0.4,0,0.376796231,0,0.982608696,0,0.272727273,0.488338427,0.256066946,0.369911504,0.005273738,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.8
1,0.545454545,0.533333333,0,0.0625,0.172413793,0.19842437,0.015906958,0.2,0.75,0.132037691,0.282352941,0.069565217,0,0,0.190123854,0.207531381,0.269026549,0.017384612,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2.625
1,1,0.333333333,0,0.03125,0.068965517,0.052521008,0.001544112,0,0,0.058892815,0,0.2,0,0.535353535,0.82033135,0.121338912,0.196460177,0.001283112,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.95
1,0.363636364,0.7,0,0.0625,0.137931034,0.135504202,0.002561203,0.4,0,0.151943463,0,0.060869565,0,0.595959596,0.770950619,0.130543933,0.217699115,0.003836699,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9.263
1,0.545454545,0.566666667,0,0.0625,0.206896552,0.128151261,0.004905539,0,0,0.143698469,0,0.817391304,0,0.207070707,0.34839955,0.369037657,0.2,0.009870885,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.55
1,0.545454545,0.033333333,0,0.03125,0.137931034,0.048319328,0.000779022,0.4,0,0.05418139,0,0.913043478,0,0.722222222,0.686665594,0.167364017,0.180530973,0.002722448,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.345
1,0.636363636,0.933333333,0,0.03125,0.206896552,0.105042017,0.000791138,0.8,0,0.11778563,0,0.904347826,0,0.535353535,0.830304005,0.106276151,0.145132743,0.001399132,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.48
1,1,0.333333333,0,0.0625,0.068965517,0.134453782,0.002744146,0,0,0.109540636,0.128676471,0.460869565,0,1,0.798616696,0.092050209,0.173451327,0.00510258,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.65
1,0.636363636,0.833333333,0,0.09375,0.24137931,0.225840336,0.001089177,0.4,0,0.155477032,0.305147059,0.069565217,0,0.611111111,0.731864243,0.176569038,0.189380531,0.001964298,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.8
1,0.727272727,0.766666667,0,0.0625,0.275862069,0.209033613,0.002125047,0.4,0,0.234393404,0,0.895652174,0,0.262626263,0.847032331,0.39832636,0.323893805,0.003928596,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5
1,0.636363636,0.7,0,0.09375,0.275862069,0.178571429,0.004082901,0,0,0.101295642,0.308823529,0.669565217,0,0.257575758,0.868425286,0.329707113,0.231858407,0.008050176,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.4995
1,1,0.266666667,0,0.09375,0.172413793,0.157563025,0.005408329,0,0,0.084805654,0.286764706,0.539130435,0,0.161616162,0.877111147,0.273640167,0.274336283,0.010728973,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.9
1,0.454545455,0.766666667,0,0.0625,0.275862069,0.297268908,0.122882601,0,0,0.333333333,0,0.869565217,0,0.383838384,0.973942416,0.417573222,0.484955752,0.232918648,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8.39
1,0,0.666666667,1,0.03125,0.068965517,0.073529412,0.004127728,0,0,0.082449941,0,0.426086957,0,0.54040404,0.623290976,0.180753138,0.153982301,0.006537322,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.12
1,1,0.066666667,0,0.09375,0.275862069,0.255252101,0.012598839,0.4,0,0.286219081,0,0.895652174,0,0.136363636,0.997426411,0.224267782,0.251327434,0.009966228,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.15
1,0.181818182,0.966666667,1,0.09375,0.206896552,0.19012605,0.003288129,0.2,0,0.199057715,0.044117647,0.234782609,0,0.722222222,0.707576001,0.174058577,0.161061947,0.004411055,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.77
1,0.727272727,0.333333333,0,0.0625,0.24137931,0.183823529,0.024198155,0,0,0.206124853,0,0.582608696,0,0.373737374,0.697603346,0.422594142,0.357522124,0.014740276,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.3
1,0.090909091,0.1,1,0.0625,0.275862069,0.320378151,0.004923712,0,0,0.296819788,0.194852941,0.443478261,0,0.560606061,0.770950619,0.187447699,0.515044248,0.009235647,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22.5
1,0.363636364,0.133333333,1,0.09375,0.172413793,0.224789916,0.00509878,0,0,0.154299176,0.305147059,0.556521739,0,0.025252525,0.64500563,0.286192469,0.362831858,0.009500999,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.95
1,0.454545455,0.066666667,0,0.0625,0.172413793,0.171218487,0.005821466,0,0,0.121319199,0.220588235,0.547826087,0,0.161616162,0.81341483,0.283682008,0.281415929,0.010938038,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5.6
1,0.545454545,0.266666667,0,0.09375,0.275862069,0.135504202,0.004537836,0,0,0.151943463,0,0.67826087,0,0.994949495,0.354190124,0.162343096,0.10619469,0.008933536,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.7
1,0.272727273,0.266666667,1,0.0625,0.172413793,0.164915966,0.005105444,0,0,0.10836278,0.238970588,0.565217391,0,0.272727273,0.450699694,0.271966527,0.254867257,0.009718106,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.87
1,0.272727273,0.033333333,1,0.0625,0.172413793,0.176470588,0.005132703,0.4,0,0.197879859,0,0.513043478,0,0.287878788,0.484638893,0.279497908,0.130973451,0.009631953,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2.73
1,0.545454545,0.5,0,0.0625,0.137931034,0.120798319,0.004440912,0,0,0.074204947,0.191176471,0.47826087,0,0.025252525,0.659482065,0.312133891,0.187610619,0.010533692,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.5
1,0.090909091,0.733333333,1,0.09375,0.310344828,0.191176471,0.00523205,0.4,0,0.214369847,0,0.834782609,0,0.45959596,0.286633424,0.272803347,0.348672566,0.006923289,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.35
1,0.090909091,0.366666667,1,0.0625,0.068965517,0.092436975,0.006161909,0,0,0.103651355,0,0.365217391,0,0.994949495,0.428985041,0.156485356,0.184070796,0.011544559,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.75
1,0.818181818,0.3,0,0.0625,0.172413793,0.094537815,0.00431794,0,0,0.106007067,0,0.591304348,0,0.257575758,0.828695512,0.306276151,0.185840708,0.008086935,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.55
1,0.727272727,0.3,0,0.03125,0.068965517,0.093487395,0.002076585,0,0,0.074204947,0.095588235,0.347826087,0,0.585858586,0.858774328,0.108786611,0.233628319,0.003836699,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.4995
1,0.727272727,0.6,0,0.0625,0.275862069,0.139705882,0.003710957,0.4,0,0.156654888,0,0.843478261,0,0.186868687,0.364645327,0.406694561,0.30619469,0.00768029,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.35
1,0.272727273,0.3,1,0.09375,0.275862069,0.332983193,0.005316858,0.4,0,0.373380448,0,0.895652174,0,0.257575758,0.882580023,0.340585774,0.499115044,0.007910033,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8.99
1,0.090909091,0.766666667,1,0.0625,0.206896552,0.118697479,0.004969145,0,0,0.120141343,0.040441176,0.373913043,0,0.833333333,0.522760174,0.149790795,0.150442478,0.0093218,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.55
1,0.545454545,0.433333333,0,0.0625,0.275862069,0.227941176,0.004543893,0,0,0.177856302,0.242647059,0.32173913,0,0.888888889,0.903490429,0.128870293,0.292035398,0.008089232,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.5
1,0.090909091,0.866666667,1,0.09375,0.379310345,0.237394958,0.004360344,0.4,0,0.266195524,0,0.991304348,0,0.631313131,0.627312208,0.114644351,0.161061947,0.008167344,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.15
1,0.636363636,0.833333333,0,0.03125,0.137931034,0.067226891,0.000926831,0.4,0,0.075382803,0,0.730434783,0,0.595959596,0.774489304,0.116317992,0.180530973,0.002265261,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.7
1,0.818181818,0.066666667,0,0.03125,0.068965517,0.039915966,0.003342042,0,0.5,0.044758539,0,0.32173913,0,0.272727273,0.513270066,0.263598326,0.171681416,0.006652193,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.13
1,0.545454545,0.933333333,0,0.03125,0.068965517,0.053571429,0.006922759,0,0,0.060070671,0,0.339130435,0,0.666666667,0.945311243,0.132217573,0.265486726,0.010034002,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.3455
1,0.272727273,0.866666667,1,0.0625,0.24137931,0.105042017,0.002682357,0.4,0,0.11778563,0,0.782608696,0,0.090909091,0.935016889,0.446025105,0.201769912,0.008114504,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.9995
1,0.727272727,0.233333333,0,0.0625,0.068965517,0.096638655,0.005786937,0,0,0.10836278,0,0.486956522,0,0.136363636,0.978285347,0.208368201,0.230088496,0.01585223,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.62
1,0.636363636,0.366666667,0,0.09375,0.275862069,0.167016807,0.001799748,0.4,0,0.187279152,0,0.904347826,0,0.277777778,0.529194145,0.276150628,0.346902655,0.003430055,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.25
1,0.363636364,0.2,1,0.0625,0.344827586,0.107142857,0.000307732,0.4,0,0.090694935,0.091911765,0.92173913,0,0.590909091,0.605758404,0.194142259,0.175221239,0.000920119,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.8
1,0.545454545,0,0,0.0625,0.206896552,0.086134454,0.002120201,0.2,0,0.096584217,0,0.060869565,0,0.590909091,0.597876789,0.20083682,0.215929204,0.005961817,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2.45
1,0.545454545,0.5,0,0.0625,0.275862069,0.132352941,0.001252736,0.4,0,0.148409894,0,0.165217391,0,0.595959596,0.787035548,0.119665272,0.207079646,0.002687987,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8
1,0.545454545,0.9,0,0.0625,0.206896552,0.120798319,0.003973256,0,0,0.135453475,0,0.808695652,0,0.111111111,0.241595625,0.128033473,0.253097345,0.007718198,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.41
1,0.909090909,0.766666667,0,0.0625,0.068965517,0.06197479,0.004675952,0,0,0.069493522,0,0.434782609,0,0.732323232,0.554447483,0.150627615,0.115044248,0.008696901,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.588
1,0.909090909,0.4,0,0.03125,0.206896552,0.115546218,0.000896542,0.2,0,0.129564193,0,0.747826087,0,0.01010101,0.245616857,0.155648536,0.178761062,0.001599008,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.39
1,0.636363636,0.6,0,0.0625,0.206896552,0.148109244,0.006524161,0,0,0.166077739,0,0.556521739,0,0.742424242,0.491877111,0.156485356,0.297345133,0.00894732,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.8
1,0.090909091,0.066666667,1,0.125,0.413793103,0.31512605,0.009858328,0.4,0.25,0.268551237,0.264705882,0.852173913,0,0.131313131,0.647418369,0.355648536,0.507964602,0.01417511,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6
1,0.818181818,0.033333333,0,0.03125,0.137931034,0.084033613,0.000425252,0.8,0,0.094228504,0,0.87826087,0,0.535353535,0.829982307,0.111297071,0.146902655,0.000744366,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.05
1,0.818181818,0.166666667,0,0.0625,0.275862069,0.194327731,0.001393881,0.4,0,0.193168433,0.077205882,0.973913043,0,0.131313131,0.603506514,0.368200837,0.323893805,0.002932662,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6.54
1,0.272727273,0,1,0.09375,0.275862069,0.246848739,0.003149407,0.4,0,0.276796231,0,1,0,0.277777778,0.540131896,0.287866109,0.261946903,0.004048062,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5595
1,0.727272727,0.1,0,0.0625,0.068965517,0.112394958,0.002238932,0,0,0.078916372,0.147058824,0.460869565,0,0.54040404,0.628759852,0.184937238,0.161061947,0.004144554,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.85
1,0.727272727,0.833333333,0,0.0625,0.068965517,0.056722689,0.00430946,0,0,0.06360424,0,0.6,0,0,0.296927779,0.189121339,0.099115044,0.008070853,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.69
1,0.909090909,0.4,0,0.03125,0.068965517,0.051470588,0.004017478,0,0,0.057714959,0,0.156521739,0,0.53030303,0.611548979,0.136401674,0.130973451,0.007857192,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.84
1,0.909090909,0.633333333,0,0.125,0.344827586,0.351890756,0.015084926,0.4,1,0.202591284,0.599264706,0.747826087,0,0,0.279395207,0.215899582,0.249557522,0.015952168,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1,0.818181818,0.533333333,0,0.09375,0.275862069,0.203781513,0.001995412,0.4,0,0.228504122,0,0.913043478,0,0.141414141,0.633585331,0.433472803,0.263716814,0.003863119,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6
1,0.818181818,0.233333333,0,0.125,0.137931034,0.18907563,0.004869193,0,0,0.101295642,0.345588235,0.513043478,0,0.035353535,0.732185942,0.324686192,0.214159292,0.009132263,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.975
1,0.454545455,0.733333333,0,0.09375,0.344827586,0.330882353,0.002618751,0,0,0.189634865,0.566176471,0.469565217,0,0.535353535,0.823387486,0.128033473,0.196460177,0.001715027,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8
1,0.636363636,0.033333333,0,0.03125,0.068965517,0.051470588,0.004651115,0,0,0.057714959,0,0.347826087,0,0.666666667,0.896413061,0.150627615,0.233628319,0.012107428,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.45
1,0.272727273,0.966666667,1,0.09375,0.275862069,0.302521008,0.003853314,0.4,0,0.339222615,0,0.947826087,0,0.292929293,0.546405018,0.30376569,0.454867257,0.005339215,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.35
1,0.636363636,0.666666667,0,0.03125,0.068965517,0.112394958,0.00368188,0,0,0.070671378,0.172794118,0.695652174,0,0.111111111,0.215055493,0.121338912,0.201769912,0.007107083,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.03
1,0.909090909,0.6,0,0.125,0.068965517,0.151260504,0.00644117,0.2,0.5,0.169611307,0,0.130434783,0,0.893939394,0.569406466,0.210878661,0.247787611,0.008391343,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.95
1,0.272727273,0.433333333,1,0,0.103448276,0.151260504,0.002724761,0.2,1,0.101295642,0.213235294,0.582608696,0,0.373737374,0.684413704,0.362343096,0.322123894,0.005065821,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12.5
1,0,0.633333333,1,0.125,0.379310345,0.235294118,0.001859719,0.4,0,0.201413428,0.194852941,0.913043478,0,0.590909091,0.609779636,0.192468619,0.228318584,0.002823535,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.4
1,0.909090909,0.666666667,0,0.15625,0.413793103,0.382352941,0.009467,0,0,0.202591284,0.705882353,0.47826087,0.987593052,0.015151515,0.766125141,0.249372385,0.548672566,0.017850989,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16.5
1,0.545454545,0.466666667,0,0.0625,0.24137931,0.148109244,0.004974597,0,0,0.101295642,0.202205882,0.669565217,0,0.161616162,0.876789448,0.286192469,0.233628319,0.008091529,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.7
1,0.818181818,0.266666667,0,0.0625,0.068965517,0.116596639,0.019462232,0,0,0.118963486,0.036764706,0.365217391,0,0.843434343,0.545279074,0.156485356,0.184070796,0.025202748,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2.9
1,0.181818182,0.6,1,0.09375,0.137931034,0.091386555,0.004595384,0,0,0.087161366,0.047794118,0.530434783,0,0.994949495,0.346951906,0.170711297,0.187610619,0.008600409,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.65
1,0.363636364,0.633333333,0,0.0625,0.275862069,0.150210084,0.001572583,0.4,0,0.168433451,0,0.991304348,0,0.323232323,0.608492842,0.563179916,0.237168142,0.003139431,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.09316
1,0.818181818,0.9,0,0.09375,0.172413793,0.141806723,0.004169526,0,0,0.07656066,0.257352941,0.547826087,0,0.287878788,0.500241274,0.277824268,0.22300885,0.008086935,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.46
